age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
39,admin.,married,secondary,no,260,yes,no,cellular,13,226,1,94,4,success,yes
33,management,single,secondary,no,1615,yes,no,cellular,14,178,8,174,3,failure,no
39,technician,married,primary,no,1846,no,no,cellular,5,306,5,-1,0,unknown,no
56,blue-collar,married,secondary,no,345,yes,no,telephone,22,605,1,-1,0,unknown,no
25,technician,single,secondary,no,582,no,yes,cellular,3,438,1,-1,0,unknown,no
41,services,married,secondary,no,1445,no,no,cellular,21,104,3,-1,0,unknown,no
49,admin.,divorced,secondary,no,1320,no,no,cellular,21,129,2,-1,0,unknown,no
41,technician,married,secondary,no,2039,no,no,cellular,25,160,4,-1,0,unknown,no
26,technician,single,secondary,no,206,no,no,cellular,29,89,1,-1,0,unknown,no
32,management,married,tertiary,no,169,no,no,telephone,14,698,2,-1,0,unknown,yes
39,services,single,secondary,no,471,no,no,unknown,15,5,1,-1,0,unknown,no
60,self-employed,single,secondary,no,27,no,no,cellular,22,40,2,-1,0,unknown,no
48,entrepreneur,married,unknown,no,3233,no,no,unknown,9,66,6,-1,0,unknown,no
30,self-employed,single,secondary,no,5223,no,no,cellular,14,404,2,-1,0,unknown,no
28,admin.,married,tertiary,no,167,yes,yes,cellular,18,126,2,-1,0,unknown,no
47,unemployed,married,tertiary,no,1725,yes,yes,cellular,30,183,2,-1,0,unknown,no
35,technician,married,secondary,no,251,yes,yes,unknown,1,128,3,-1,0,unknown,no
44,technician,married,primary,no,7800,yes,no,cellular,19,250,1,-1,0,unknown,no
50,technician,divorced,secondary,no,-556,yes,yes,cellular,22,270,2,-1,0,unknown,no
27,services,single,secondary,no,1928,no,yes,cellular,15,513,5,-1,0,unknown,no
42,management,divorced,tertiary,no,0,no,no,cellular,1,450,1,196,1,failure,no
35,management,single,tertiary,no,362,no,no,cellular,27,256,4,-1,0,unknown,no
34,housemaid,single,secondary,no,1363,no,no,telephone,1,258,1,93,1,failure,no
31,technician,divorced,secondary,no,342,yes,no,unknown,30,34,2,-1,0,unknown,no
59,management,divorced,tertiary,no,59,yes,no,unknown,5,273,1,-1,0,unknown,no
53,entrepreneur,single,secondary,no,62,yes,no,unknown,30,1044,5,-1,0,unknown,yes
39,services,married,secondary,no,733,no,no,unknown,16,83,4,-1,0,unknown,no
27,self-employed,single,secondary,no,923,no,no,cellular,5,139,1,-1,0,unknown,no
34,technician,single,tertiary,no,299,yes,no,unknown,21,205,2,-1,0,unknown,no
59,retired,married,primary,yes,-13,no,no,cellular,11,77,1,-1,0,unknown,no
60,retired,married,secondary,no,404,no,no,cellular,5,308,2,196,2,failure,yes
22,student,single,secondary,no,71,no,no,cellular,13,337,1,181,2,success,yes
28,technician,single,secondary,no,113,no,no,cellular,30,108,1,-1,0,unknown,no
28,management,single,tertiary,no,3796,no,no,cellular,8,315,2,-1,0,unknown,yes
55,services,married,secondary,no,3546,yes,yes,cellular,18,588,1,110,2,failure,no
30,admin.,married,secondary,no,182,yes,yes,cellular,5,143,1,364,1,failure,no
25,management,single,tertiary,no,3,yes,yes,cellular,16,1034,1,-1,0,unknown,yes
40,blue-collar,divorced,secondary,no,139,yes,no,unknown,7,91,1,-1,0,unknown,no
24,student,single,secondary,no,1809,no,no,cellular,11,165,1,95,2,success,yes
36,blue-collar,married,primary,no,733,yes,no,cellular,17,382,2,-1,0,unknown,no
34,management,divorced,secondary,no,124,yes,no,cellular,21,56,1,163,4,other,no
46,services,married,secondary,no,451,yes,yes,cellular,13,389,4,-1,0,unknown,no
31,management,single,tertiary,no,112,yes,no,cellular,2,159,2,271,1,failure,no
30,student,single,tertiary,no,7513,no,no,cellular,11,269,2,-1,0,unknown,no
33,admin.,married,secondary,no,1737,no,no,cellular,30,524,2,-1,0,unknown,no
45,technician,married,secondary,no,4639,no,no,unknown,6,82,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,11305,no,no,cellular,22,118,6,-1,0,unknown,no
32,self-employed,single,tertiary,no,12269,no,no,unknown,16,141,1,-1,0,unknown,no
39,admin.,married,secondary,no,140,no,no,cellular,4,40,5,-1,0,unknown,no
35,management,married,tertiary,no,739,yes,no,telephone,12,13,7,172,4,other,no
32,student,married,tertiary,no,744,yes,no,cellular,14,506,2,352,1,other,no
50,technician,married,secondary,no,103,yes,no,unknown,12,79,6,-1,0,unknown,no
31,blue-collar,married,secondary,no,-110,yes,no,unknown,26,440,1,-1,0,unknown,no
35,blue-collar,married,primary,no,602,yes,no,cellular,14,467,6,-1,0,unknown,no
36,management,married,tertiary,no,2813,yes,no,cellular,7,88,3,-1,0,unknown,no
60,management,married,primary,no,703,yes,no,unknown,14,378,1,-1,0,unknown,no
45,blue-collar,single,primary,yes,-183,no,yes,cellular,15,395,4,-1,0,unknown,no
49,admin.,single,secondary,no,4509,no,no,unknown,6,42,2,-1,0,unknown,no
35,technician,divorced,tertiary,no,20,yes,yes,cellular,7,51,2,-1,0,unknown,no
33,management,single,tertiary,no,12686,yes,no,cellular,5,470,2,166,2,failure,no
34,student,single,unknown,no,1281,no,no,cellular,30,109,1,-1,0,unknown,no
33,services,single,secondary,no,48,yes,no,cellular,17,303,1,-1,0,unknown,no
31,blue-collar,single,primary,no,302,yes,no,cellular,23,40,8,-1,0,unknown,no
24,blue-collar,single,secondary,no,-286,yes,no,unknown,23,327,2,-1,0,unknown,no
45,management,married,tertiary,no,876,no,no,unknown,16,178,1,-1,0,unknown,no
33,management,married,secondary,no,369,no,no,cellular,11,446,1,-1,0,unknown,yes
42,management,divorced,tertiary,no,826,no,no,telephone,29,316,3,-1,0,unknown,no
51,blue-collar,married,primary,no,872,no,no,cellular,8,82,2,-1,0,unknown,no
47,technician,married,primary,no,1280,no,no,cellular,8,51,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,-53,yes,no,cellular,20,9,5,322,8,other,no
32,services,divorced,secondary,no,4612,yes,no,cellular,24,937,4,-1,0,unknown,no
28,self-employed,single,secondary,no,242,yes,no,cellular,30,205,1,-1,0,unknown,no
40,blue-collar,married,primary,no,57,yes,no,cellular,31,1007,9,-1,0,unknown,yes
33,services,single,secondary,no,329,yes,yes,cellular,7,227,4,-1,0,unknown,no
51,retired,married,primary,no,229,yes,no,unknown,5,353,1,-1,0,unknown,no
58,blue-collar,married,primary,no,0,yes,no,unknown,19,573,1,-1,0,unknown,no
32,management,married,tertiary,no,6449,no,no,telephone,19,385,1,-1,0,unknown,no
48,management,married,tertiary,no,269,yes,no,cellular,15,109,2,-1,0,unknown,no
50,unemployed,divorced,secondary,no,717,yes,no,cellular,30,113,1,-1,0,unknown,no
30,unemployed,single,tertiary,no,302,no,no,cellular,11,528,3,-1,0,unknown,yes
31,blue-collar,married,secondary,no,-45,yes,no,unknown,2,184,1,-1,0,unknown,no
42,management,married,tertiary,no,479,yes,no,unknown,28,217,2,-1,0,unknown,no
55,retired,married,secondary,no,103,yes,yes,cellular,17,57,1,-1,0,unknown,no
27,student,single,secondary,no,2614,no,no,cellular,8,143,2,-1,0,unknown,yes
48,technician,married,tertiary,no,648,no,no,cellular,14,85,2,-1,0,unknown,no
48,admin.,married,secondary,no,13551,no,no,unknown,11,89,3,-1,0,unknown,no
35,admin.,married,tertiary,no,429,yes,no,cellular,5,143,2,-1,0,unknown,no
29,technician,single,secondary,no,309,yes,no,unknown,13,214,1,-1,0,unknown,no
51,management,married,tertiary,no,469,no,no,cellular,14,491,1,182,3,success,yes
46,blue-collar,married,primary,no,1666,yes,no,unknown,9,94,13,-1,0,unknown,no
59,retired,married,tertiary,no,4589,no,no,cellular,18,94,2,-1,0,unknown,no
48,technician,married,secondary,no,101,yes,no,cellular,29,414,2,192,3,failure,no
44,self-employed,divorced,secondary,no,583,yes,no,cellular,14,423,3,-1,0,unknown,no
38,management,divorced,tertiary,no,112,yes,no,cellular,7,266,4,-1,0,unknown,no
42,self-employed,married,tertiary,no,-266,no,yes,unknown,25,322,1,-1,0,unknown,no
51,admin.,married,tertiary,no,26,yes,no,telephone,28,51,3,-1,0,unknown,no
46,management,married,tertiary,yes,-337,no,yes,cellular,21,120,2,-1,0,unknown,no
36,management,married,tertiary,no,393,yes,no,cellular,30,555,2,-1,0,unknown,yes
36,management,married,tertiary,no,3770,yes,no,cellular,31,150,4,-1,0,unknown,no
26,blue-collar,single,primary,no,941,no,no,cellular,29,1165,1,-1,0,unknown,yes
44,unemployed,married,secondary,no,0,yes,no,cellular,2,699,1,272,1,failure,yes
60,retired,divorced,tertiary,no,979,yes,no,cellular,15,295,3,347,1,failure,yes
38,management,married,secondary,no,-104,yes,no,unknown,9,100,7,-1,0,unknown,no
37,blue-collar,married,secondary,no,426,no,no,unknown,17,285,1,-1,0,unknown,no
39,unemployed,single,secondary,no,2645,yes,no,unknown,21,339,3,-1,0,unknown,no
27,blue-collar,single,primary,no,3342,yes,no,cellular,30,761,2,330,4,failure,no
53,housemaid,married,primary,no,994,no,yes,cellular,28,1339,3,-1,0,unknown,no
55,unemployed,married,secondary,no,-246,no,yes,cellular,8,305,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,3188,yes,no,cellular,30,288,3,-1,0,unknown,no
31,management,single,tertiary,no,0,yes,no,cellular,28,117,3,-1,0,unknown,no
55,blue-collar,married,primary,no,11,no,no,unknown,17,150,2,-1,0,unknown,no
40,unemployed,divorced,secondary,no,4082,yes,no,cellular,4,113,1,-1,0,unknown,no
50,management,married,tertiary,no,5794,no,no,cellular,19,625,1,-1,0,unknown,no
30,management,single,tertiary,no,502,no,no,cellular,11,463,3,95,6,success,yes
51,management,married,tertiary,no,3045,no,yes,unknown,20,208,2,-1,0,unknown,no
26,services,single,secondary,yes,-599,yes,yes,unknown,30,62,3,-1,0,unknown,no
40,self-employed,married,primary,no,422,yes,no,unknown,14,187,3,-1,0,unknown,no
33,management,married,secondary,no,67,yes,yes,unknown,23,316,4,-1,0,unknown,no
38,management,married,tertiary,no,-498,no,no,cellular,14,85,6,-1,0,unknown,no
25,entrepreneur,single,primary,no,-65,yes,no,unknown,28,129,2,-1,0,unknown,no
33,admin.,single,tertiary,no,701,yes,no,cellular,18,59,2,-1,0,unknown,no
54,management,married,primary,no,366,yes,no,unknown,15,589,1,-1,0,unknown,no
56,retired,married,tertiary,no,89,no,no,telephone,10,83,1,-1,0,unknown,no
45,self-employed,married,tertiary,no,125,no,no,cellular,29,304,2,-1,0,unknown,no
45,technician,married,secondary,no,-312,yes,no,cellular,16,268,1,-1,0,unknown,no
38,retired,single,unknown,no,62,no,no,unknown,19,212,1,-1,0,unknown,no
64,retired,married,unknown,no,679,no,no,telephone,16,167,1,-1,0,unknown,yes
22,blue-collar,single,primary,no,3198,yes,no,unknown,28,109,2,-1,0,unknown,no
48,services,divorced,secondary,no,4408,yes,no,unknown,3,106,6,-1,0,unknown,no
41,services,married,secondary,no,446,yes,no,cellular,7,93,3,140,2,failure,no
34,blue-collar,married,primary,no,2490,yes,no,cellular,19,185,2,180,1,failure,no
24,admin.,single,secondary,no,172,no,no,cellular,3,114,1,-1,0,unknown,no
33,management,single,tertiary,no,-75,yes,yes,cellular,31,22,8,-1,0,unknown,no
50,unknown,married,unknown,no,1533,no,no,cellular,4,157,1,-1,0,unknown,no
31,technician,single,tertiary,no,454,no,no,cellular,4,73,3,-1,0,unknown,no
46,technician,married,secondary,no,57,no,no,unknown,28,796,1,-1,0,unknown,yes
37,management,married,tertiary,no,49,no,yes,cellular,22,132,1,-1,0,unknown,no
43,services,divorced,unknown,no,2363,yes,no,cellular,17,229,1,-1,0,unknown,no
34,admin.,married,secondary,no,510,no,no,cellular,27,33,7,-1,0,unknown,no
26,blue-collar,single,primary,no,93,yes,no,cellular,14,43,3,-1,0,unknown,no
32,blue-collar,single,primary,no,2507,yes,no,unknown,2,215,1,-1,0,unknown,no
31,management,single,tertiary,no,745,no,no,cellular,12,121,4,-1,0,unknown,no
30,technician,single,secondary,no,4888,yes,no,cellular,20,274,2,-1,0,unknown,no
30,services,married,secondary,no,1399,no,no,cellular,28,168,6,-1,0,unknown,no
58,retired,divorced,secondary,no,-370,no,no,cellular,17,1449,1,-1,0,unknown,no
60,retired,divorced,secondary,no,1091,no,no,cellular,30,441,5,-1,0,unknown,yes
48,blue-collar,married,secondary,no,480,yes,no,cellular,15,830,1,352,2,failure,yes
42,blue-collar,married,primary,no,46,yes,no,unknown,17,130,6,-1,0,unknown,no
52,admin.,married,secondary,no,0,no,no,unknown,18,161,1,-1,0,unknown,no
47,housemaid,married,primary,no,389,no,no,unknown,6,145,2,-1,0,unknown,no
33,services,married,primary,no,6904,no,no,telephone,20,114,2,-1,0,unknown,no
35,management,single,tertiary,no,714,yes,no,cellular,7,263,2,224,22,failure,no
47,blue-collar,married,secondary,no,182,yes,no,telephone,10,39,1,-1,0,unknown,yes
30,admin.,single,secondary,no,81,yes,no,cellular,6,121,6,112,3,other,no
53,technician,divorced,secondary,no,12,no,no,unknown,5,150,2,-1,0,unknown,no
29,admin.,married,secondary,no,1761,yes,yes,cellular,14,175,1,-1,0,unknown,no
39,management,married,secondary,no,18,yes,no,cellular,21,102,1,91,1,failure,no
51,blue-collar,married,secondary,no,0,no,no,cellular,18,73,1,-1,0,unknown,no
59,blue-collar,divorced,secondary,no,0,no,yes,cellular,15,237,4,-1,0,unknown,no
70,retired,divorced,primary,no,383,no,no,cellular,28,50,2,-1,0,unknown,no
35,services,divorced,secondary,no,-33,no,yes,cellular,6,109,1,-1,0,unknown,no
45,management,married,tertiary,no,3643,no,no,cellular,21,162,1,-1,0,unknown,no
32,management,single,tertiary,no,593,yes,no,cellular,13,86,3,-1,0,unknown,no
27,admin.,single,secondary,no,914,no,no,cellular,8,131,2,-1,0,unknown,no
36,services,married,secondary,no,380,yes,no,unknown,20,26,1,-1,0,unknown,no
38,unemployed,married,secondary,no,0,no,no,cellular,24,168,2,-1,0,unknown,no
27,management,single,tertiary,no,3,yes,yes,cellular,22,506,1,-1,0,unknown,no
44,blue-collar,single,primary,no,10984,no,no,unknown,20,258,18,-1,0,unknown,no
34,blue-collar,married,primary,no,174,yes,no,cellular,8,405,3,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,227,yes,no,cellular,4,89,1,209,1,failure,no
48,services,married,secondary,no,288,yes,no,cellular,5,142,3,-1,0,unknown,no
34,entrepreneur,married,secondary,yes,-868,yes,no,unknown,30,198,2,-1,0,unknown,no
32,admin.,single,secondary,no,254,yes,no,cellular,28,319,1,-1,0,unknown,no
33,technician,single,tertiary,no,849,yes,no,cellular,15,128,2,291,5,failure,no
41,blue-collar,married,secondary,no,356,yes,no,cellular,14,90,5,-1,0,unknown,no
48,blue-collar,married,primary,no,72,yes,no,unknown,6,114,5,-1,0,unknown,no
43,entrepreneur,married,unknown,no,100,yes,no,unknown,5,702,1,-1,0,unknown,no
43,blue-collar,married,primary,no,3917,no,no,cellular,2,154,1,-1,0,unknown,yes
33,blue-collar,single,primary,no,279,yes,no,unknown,15,113,1,-1,0,unknown,no
47,blue-collar,married,primary,no,1756,yes,no,unknown,16,207,1,-1,0,unknown,no
38,management,married,tertiary,no,1555,no,no,cellular,20,66,5,-1,0,unknown,no
33,management,married,tertiary,no,289,no,no,cellular,23,333,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,339,yes,no,cellular,10,353,1,-1,0,unknown,no
38,entrepreneur,single,secondary,no,2543,no,no,cellular,10,223,1,414,4,failure,yes
56,technician,married,secondary,no,205,no,yes,cellular,23,442,2,-1,0,unknown,no
58,retired,married,secondary,no,188,no,no,cellular,14,141,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,658,no,yes,telephone,23,34,4,-1,0,unknown,no
41,services,married,secondary,no,1141,yes,no,cellular,29,75,1,247,1,failure,no
26,admin.,single,secondary,no,96,yes,no,cellular,13,612,2,348,3,other,no
23,student,single,secondary,no,9216,no,no,cellular,5,471,2,-1,0,unknown,no
33,management,single,tertiary,no,0,yes,no,cellular,8,454,1,-1,0,unknown,no
35,blue-collar,single,secondary,no,142,yes,no,cellular,7,266,2,168,1,failure,no
56,technician,married,secondary,no,124,yes,no,cellular,28,341,12,-1,0,unknown,no
30,technician,divorced,secondary,no,2403,no,no,cellular,20,132,2,-1,0,unknown,no
27,technician,single,secondary,no,927,no,no,cellular,6,261,1,-1,0,unknown,no
57,blue-collar,married,unknown,no,3196,no,no,cellular,28,161,4,-1,0,unknown,no
53,retired,divorced,secondary,yes,-200,no,yes,unknown,6,161,1,-1,0,unknown,no
35,services,single,secondary,no,1239,yes,no,cellular,5,60,2,347,1,failure,no
21,student,single,secondary,no,491,no,no,cellular,6,161,1,-1,0,unknown,no
56,technician,married,secondary,no,62,no,yes,unknown,5,243,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,813,yes,no,unknown,21,23,16,-1,0,unknown,no
50,self-employed,married,secondary,no,306,no,no,unknown,19,37,1,-1,0,unknown,no
30,management,single,tertiary,no,0,no,no,cellular,29,437,2,-1,0,unknown,no
44,management,married,tertiary,no,2876,no,no,unknown,9,125,1,-1,0,unknown,no
32,technician,married,secondary,no,484,yes,no,cellular,12,668,2,463,1,success,yes
46,blue-collar,married,primary,no,7982,no,no,cellular,8,263,5,-1,0,unknown,no
33,self-employed,married,tertiary,no,1278,no,no,cellular,6,649,1,-1,0,unknown,yes
29,blue-collar,single,unknown,no,694,yes,yes,cellular,16,1806,4,-1,0,unknown,yes
60,retired,divorced,secondary,no,545,yes,no,unknown,6,1030,1,-1,0,unknown,yes
37,management,married,tertiary,no,785,yes,no,cellular,17,219,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,229,yes,no,cellular,17,191,1,-1,0,unknown,no
49,blue-collar,single,unknown,no,2222,no,no,unknown,16,114,2,-1,0,unknown,no
36,management,single,tertiary,no,546,yes,no,cellular,6,91,3,-1,0,unknown,no
21,student,single,primary,no,1596,no,no,cellular,26,115,1,93,2,failure,no
26,blue-collar,married,secondary,no,128,no,no,unknown,4,355,1,-1,0,unknown,no
37,management,single,tertiary,no,7179,yes,no,unknown,6,31,8,-1,0,unknown,no
52,blue-collar,married,primary,no,9444,no,no,cellular,7,271,3,-1,0,unknown,no
46,entrepreneur,married,tertiary,no,954,yes,yes,cellular,4,532,2,-1,0,unknown,no
30,admin.,married,primary,no,624,yes,no,cellular,15,212,2,368,1,failure,no
42,management,single,tertiary,no,10907,no,no,cellular,4,74,3,-1,0,unknown,no
49,blue-collar,married,primary,no,1133,yes,no,cellular,4,291,3,-1,0,unknown,no
36,admin.,married,secondary,no,68,no,yes,cellular,8,85,4,-1,0,unknown,no
40,technician,married,secondary,no,1159,no,no,telephone,21,19,1,-1,0,unknown,no
49,management,married,tertiary,no,85,yes,no,cellular,14,590,5,359,1,other,yes
28,services,single,secondary,no,129,yes,no,cellular,18,32,2,-1,0,unknown,no
41,management,single,tertiary,no,1696,yes,no,unknown,9,878,3,-1,0,unknown,no
46,housemaid,married,tertiary,no,184,no,no,cellular,3,167,1,-1,0,unknown,no
46,blue-collar,married,secondary,yes,-319,no,yes,cellular,10,502,2,-1,0,unknown,no
53,housemaid,married,secondary,no,736,yes,no,unknown,20,535,1,-1,0,unknown,no
36,technician,married,secondary,no,0,no,no,cellular,7,171,2,-1,0,unknown,no
38,self-employed,married,secondary,no,746,no,no,unknown,20,256,3,-1,0,unknown,no
51,blue-collar,married,secondary,no,2964,yes,no,cellular,16,177,1,-1,0,unknown,no
31,unemployed,married,secondary,no,314,yes,no,unknown,26,149,7,-1,0,unknown,no
30,management,single,tertiary,no,5561,yes,no,cellular,19,511,1,-1,0,unknown,yes
36,admin.,single,unknown,no,1815,no,no,unknown,5,387,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,288,yes,no,cellular,5,159,6,-1,0,unknown,no
33,technician,married,secondary,no,3572,yes,no,cellular,18,85,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,2806,no,no,cellular,15,294,1,93,5,other,no
46,blue-collar,married,primary,no,687,no,no,cellular,19,125,13,-1,0,unknown,no
24,blue-collar,single,secondary,no,1857,yes,no,cellular,8,147,1,92,5,other,yes
36,technician,married,secondary,no,494,yes,no,unknown,9,83,3,-1,0,unknown,no
33,self-employed,married,tertiary,no,980,no,no,cellular,25,170,3,-1,0,unknown,no
35,blue-collar,married,primary,no,102,yes,no,unknown,20,1334,1,-1,0,unknown,yes
45,blue-collar,married,secondary,no,827,yes,yes,cellular,8,201,2,-1,0,unknown,no
32,student,single,tertiary,no,214,no,no,cellular,4,117,1,-1,0,unknown,no
52,admin.,divorced,secondary,no,131,yes,yes,unknown,13,145,1,-1,0,unknown,no
75,retired,divorced,primary,no,46,no,no,cellular,2,294,1,-1,0,unknown,no
55,technician,married,secondary,no,0,no,no,cellular,27,506,2,-1,0,unknown,no
54,technician,married,secondary,no,10185,no,no,cellular,12,251,1,186,3,success,yes
29,entrepreneur,single,tertiary,no,135,yes,no,cellular,12,245,1,356,1,failure,no
41,admin.,married,secondary,no,-5,yes,no,cellular,29,38,17,-1,0,unknown,no
43,technician,divorced,secondary,no,1326,no,no,cellular,26,93,2,-1,0,unknown,no
30,management,single,tertiary,no,382,yes,no,cellular,21,200,2,-1,0,unknown,no
57,retired,married,primary,no,207,yes,no,unknown,8,193,1,-1,0,unknown,no
28,student,single,secondary,no,689,no,no,cellular,2,36,1,-1,0,unknown,no
33,management,single,tertiary,no,432,no,no,telephone,20,588,6,-1,0,unknown,yes
46,blue-collar,married,primary,no,-169,yes,yes,cellular,8,109,1,-1,0,unknown,no
40,technician,married,secondary,no,169,yes,no,cellular,18,43,4,-1,0,unknown,no
34,services,single,secondary,no,719,yes,no,unknown,15,362,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,1981,yes,no,cellular,16,198,1,268,2,failure,no
40,services,married,secondary,no,37,no,no,unknown,9,356,5,-1,0,unknown,no
45,admin.,married,secondary,no,2556,no,no,telephone,26,196,2,-1,0,unknown,no
42,blue-collar,married,primary,no,199,yes,no,cellular,2,272,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,10,no,no,cellular,8,84,3,-1,0,unknown,no
22,blue-collar,married,secondary,no,223,yes,no,cellular,6,268,1,344,1,failure,no
36,management,married,tertiary,no,1582,no,no,telephone,3,26,2,197,1,failure,no
34,admin.,married,secondary,no,560,yes,no,unknown,5,198,3,-1,0,unknown,no
59,retired,married,unknown,no,575,no,no,cellular,22,146,3,-1,0,unknown,no
46,technician,married,secondary,no,159,no,yes,cellular,11,139,4,-1,0,unknown,no
30,admin.,married,secondary,no,-170,yes,yes,unknown,26,130,1,-1,0,unknown,no
55,management,married,primary,no,229,no,yes,unknown,9,175,3,-1,0,unknown,no
43,blue-collar,married,secondary,no,4520,yes,no,unknown,15,100,4,-1,0,unknown,no
34,blue-collar,single,secondary,no,565,yes,yes,cellular,20,20,4,-1,0,unknown,no
29,unemployed,single,primary,no,1374,no,no,cellular,17,309,3,208,4,success,yes
59,blue-collar,married,secondary,no,448,no,no,unknown,8,198,1,651,7,other,no
37,blue-collar,single,secondary,no,6,no,no,cellular,29,163,2,-1,0,unknown,no
56,blue-collar,married,unknown,no,260,yes,no,telephone,30,250,2,-1,0,unknown,no
28,housemaid,single,secondary,no,781,yes,no,cellular,17,52,1,-1,0,unknown,no
45,admin.,married,secondary,no,369,yes,no,cellular,15,20,5,-1,0,unknown,no
54,admin.,divorced,secondary,no,791,no,yes,cellular,10,66,1,-1,0,unknown,no
27,services,single,secondary,no,0,yes,no,cellular,31,35,6,-1,0,unknown,no
28,technician,single,tertiary,no,4987,no,no,cellular,2,924,2,113,21,success,yes
53,unknown,married,unknown,no,0,no,no,cellular,25,209,5,-1,0,unknown,no
59,retired,divorced,secondary,no,284,no,yes,unknown,4,265,2,-1,0,unknown,no
37,admin.,single,secondary,no,115,no,no,cellular,13,122,4,101,5,failure,no
45,services,married,secondary,no,-1036,yes,no,unknown,9,65,17,-1,0,unknown,no
53,management,married,secondary,no,2693,no,no,cellular,5,90,1,104,1,failure,yes
37,management,single,tertiary,no,4543,yes,no,cellular,8,137,1,340,5,failure,no
35,technician,married,secondary,no,291,no,no,unknown,23,100,1,-1,0,unknown,no
35,blue-collar,married,unknown,no,-400,yes,yes,unknown,3,85,1,-1,0,unknown,no
48,management,married,tertiary,no,370,yes,no,cellular,30,134,2,169,2,other,no
49,services,married,secondary,no,320,no,no,telephone,9,1971,4,-1,0,unknown,yes
47,management,married,secondary,no,5012,yes,no,cellular,16,262,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,428,no,yes,cellular,7,575,1,-1,0,unknown,no
24,admin.,single,secondary,no,290,yes,no,cellular,15,80,3,368,4,failure,no
38,management,married,tertiary,no,165,yes,no,cellular,17,526,1,260,2,other,yes
43,management,divorced,tertiary,no,443,yes,no,unknown,9,219,1,-1,0,unknown,no
30,housemaid,single,tertiary,no,3185,yes,no,cellular,30,158,3,-1,0,unknown,no
44,management,married,tertiary,no,1752,no,no,cellular,26,312,2,-1,0,unknown,no
25,blue-collar,married,secondary,no,53,yes,no,unknown,13,331,2,-1,0,unknown,no
42,technician,married,secondary,no,488,no,no,cellular,9,230,1,325,1,other,no
33,management,married,tertiary,no,685,no,no,unknown,17,53,1,-1,0,unknown,no
59,retired,married,secondary,no,1080,no,no,cellular,21,645,2,-1,0,unknown,no
44,management,married,secondary,no,1138,yes,no,cellular,21,116,2,-1,0,unknown,no
47,services,married,unknown,no,11,no,no,cellular,8,455,4,-1,0,unknown,no
32,housemaid,married,primary,no,2678,no,no,cellular,18,779,9,-1,0,unknown,no
42,entrepreneur,married,secondary,no,0,yes,no,cellular,9,331,1,140,4,failure,yes
37,blue-collar,married,secondary,no,408,yes,no,telephone,9,28,9,-1,0,unknown,no
44,services,married,secondary,no,-63,no,no,unknown,6,392,2,-1,0,unknown,no
61,retired,married,secondary,no,1058,no,no,cellular,27,277,1,92,5,success,no
35,management,single,tertiary,no,592,no,yes,unknown,14,192,1,-1,0,unknown,no
54,blue-collar,divorced,secondary,no,0,yes,yes,unknown,29,273,2,-1,0,unknown,no
34,blue-collar,married,primary,no,275,yes,no,unknown,30,170,1,-1,0,unknown,no
48,admin.,divorced,secondary,no,83,yes,no,cellular,13,1101,1,-1,0,unknown,yes
52,blue-collar,married,primary,no,796,no,no,cellular,22,150,2,-1,0,unknown,no
40,management,married,tertiary,no,4190,no,no,unknown,9,260,4,-1,0,unknown,no
38,blue-collar,married,primary,no,2407,yes,no,unknown,19,218,1,-1,0,unknown,no
55,services,single,secondary,no,1539,no,no,unknown,20,65,2,-1,0,unknown,no
36,blue-collar,married,tertiary,no,9,yes,no,unknown,18,112,3,-1,0,unknown,no
33,technician,single,tertiary,no,34,no,no,cellular,28,13,30,-1,0,unknown,no
26,technician,single,secondary,no,68,no,yes,cellular,8,141,3,-1,0,unknown,no
37,blue-collar,married,primary,no,-88,yes,no,unknown,26,225,1,-1,0,unknown,no
28,management,single,tertiary,no,33,no,no,cellular,2,271,7,-1,0,unknown,no
54,self-employed,married,secondary,no,203,yes,no,telephone,7,238,8,-1,0,unknown,no
54,self-employed,single,tertiary,no,760,no,no,telephone,21,336,1,-1,0,unknown,no
39,blue-collar,single,secondary,no,653,no,no,unknown,11,54,4,-1,0,unknown,no
59,retired,married,secondary,no,524,no,no,cellular,28,166,2,-1,0,unknown,no
53,admin.,divorced,secondary,no,0,yes,yes,cellular,30,586,2,-1,0,unknown,no
28,technician,single,tertiary,no,387,yes,no,cellular,20,205,1,82,1,failure,yes
38,admin.,divorced,secondary,no,-51,no,yes,cellular,30,102,1,-1,0,unknown,no
36,admin.,married,secondary,no,957,yes,no,unknown,21,206,1,-1,0,unknown,no
36,blue-collar,married,primary,no,994,yes,no,cellular,14,154,2,356,8,success,no
